"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 26 16:08:50 MSK 2024","Sun May 26 16:08:58 MSK 2024","8133","","UI.Tests.WBTests","","UI.Tests.WBTests","cartTet1","Проверка на соответсвие цены товара",""
